
##### PATRIMONIO #####

STOCK   CLIENTES  LIQUIDEZ  PROVEEDORs  PATRIMONIO
691897  664682    80040     620217      816401

##### RANKING COMPRA CLIENTES #######

MES      DENOMINACION                                  MONTO
ESCOLAR     PLASTILINA X24 PANCITOS AMARILLO
ESCOLAR     TEMPERA CAJITA X10 8cc VERDE OBSCURO
ESCOLAR     PLASTILINA X24 PANCITOS ROSA
ESCOLAR     PLASTILINA X24 PANCITOS AZUL
ESCOLAR     PLASTILINA X24 PANCITOS BLANCO
ESCOLAR     TEMPERA CAJITA X10 8cc MARRON
ESCOLAR     PLASTILINA X24 PANCITOS CELESTE
ESCOLAR     PLASTILINA X24 PANCITOS VIOLETA
ESCOLAR     TEMPERA CAJITA X10 8cc NARANJA
ESCOLAR     PLASTILINA X24 PANCITOS NARANJA
ESCOLAR     TEMPERA CAJITA X10 8cc ROJO BERMELLON
ESCOLAR     TEMPERA CAJITA X10 8cc AZUL ULTRAMAR
ESCOLAR     TEMPERA CAJITA X10 8cc ALLO LIMON
ESCOLAR     TEMPERA CAJITA X10 8cc ROSA
ESCOLAR     PLASTILINA X24 PANCITOS NEGRO
ESCOLAR     TEMPERA POTE FLUO X300g AMARILLO FLUO
ESCOLAR     TEMPERA POTE FLUO X300g VERDE FLUO
ESCOLAR     TEMPERA CAJITA X10 8cc VIOLETA
ESCOLAR     TEMPERA POTE FLUO X300g ROSA FLUO
ESCOLAR     MEZCLADOR 107 x7cav. 107 x7cav.
ESCOLAR     LAPICERA BOLIGRAFO RETRACTIL NEGRO
ESCOLAR     MEZCLADOR 111 x10cav. 111 x10cav.
ESCOLAR     LAPICERA BOLIGRAFO RETRACTIL AZUL
ESCOLAR     TEMPERA POTE FLUO X300g NARANJA FLUO
ESCOLAR     TEMPERA CAJITA FLUO X6 8cc FLUO SURTIDAS
ESCOLAR     TEMPERA POTE FLUO X300g AZUL FLUO
ESCOLAR     PLASTILINA X24 PANCITOS MARRON
ESCOLAR     TEMPERA POTE FLUO X300g ROJO FLUO
ESCOLAR     MEZCLADOR 011 x10cav. 011 x10cav.
ARTISTICA   PINTURA ACRILICA X50cc VITALES 01 - BLANCO TITANIO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 60 - NEGRO
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 01 - BLANCO ANTIGUO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 20 - ROJO CADMIO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 07 - ALLO CADMIO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 25 - ROSA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 41 - VERDE MANZANA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 17 - ROJO BERMELLON
ARTISTICA   PINTURA ACRILICA X50cc VITALES 30 - CELESTE
ARTISTICA   PINTURA ACRILICA X50cc VITALES 27 - FUCSIA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 31 - AZUL LAGUNA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 16 - NARANJA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 34 - AZUL FTALO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 42 - VERDE FTALO
ARTISTICA   PINTURA P.TELA X37cc VITALES 50 - NEGRO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 37 - VIOLETA
ARTISTICA   PINTURA P.TELA X37cc VITALES 01 - BLANCO 
ARTISTICA   PINTURA ACRILICA X50cc VITALES 09 - ALLO ORO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 24 - MAGENTA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 15 - CORAL
ARTISTICA   PINTURA ACRILICA X50cc VITALES 08 - ALLO LIMON
ARTISTICA   PINTURA ACRILICA X50cc PERLADOS 106 - ORO BRILLANTE
ARTISTICA   PINTURA ACRILICA X50cc VITALES 18 - ROJO NAVIDAD
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 60 - NEGRO
ARTISTICA   EXHIBIDOR METAL DELARTE PINTURA ACRILICA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 39 - LAVANDA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 32 - AZUL ULTRAMAR
ARTISTICA   PINTURA ACRILICA X50cc VITALES 56 - MARRON MADERA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 12 - PIEL
ARTISTICA   PINTURA ACRILICA X50cc PERLADOS 102 - PLATA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 06 - ALLO OCRE
ARTISTICA   PINTURA ACRILICA X50cc VITALES 02 - BLANCO ANTIGUO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 36 - TURQUESA
ARTISTICA   EXHIBIDOR METAL DELARTE PINTURA TELA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 51 - SIENA NATURAL
ARTISTICA   PINTURA ACRILICA X50cc VITALES 14 - SALMON
ARTISTICA   PINTURA ACRILICA X50cc VITALES 29 - CELESTE COUNTRY
ARTISTICA   PINTURA ACRILICA X50cc VITALES 48 - PIEDRA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 57 - TERRACOTA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 45 - VERDE OLIVA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 33 - AZUL PROFUNDO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 03 - MARFIL
ARTISTICA   PINTURA P.TELA X37cc VITALES 12 - FUCSIA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 44 - VERDE CROMO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 05 - ALLO NAPOLES
ARTISTICA   PINTURA P.TELA X37cc VITALES 17 - ROJO CADMIO
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 25 - ROSA
ARTISTICA   PINTURA P.TELA X37cc VITALES 06 - ALLO CADMIO
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 20 - ROJO CADMIO
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 41 - VERDE MANZANA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 21 - CARMIN
ARTISTICA   PINTURA P.TELA X37cc VITALES 21 - ROSA
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 07 - ALLO CADMIO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 04 - MANTECA
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 17 - ROJO BERMELLON
ARTISTICA   PINTURA P.TELA X37cc VITALES 33 - VERDE MANZANA
ARTISTICA   PINTURA P.TELA X37cc VITALES 31 - AZUL ULTRAMAR
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 34 - AZUL FTALO
ARTISTICA   PINTURA P.TELA X37cc VITALES 24 - CELESTE
ARTISTICA   PINTURA ACRILICA X50cc VITALES 59 - GRIS PAYNE
ARTISTICA   PINTURA ACRILICA X50cc VITALES 13 - DAMASCO
ARTISTICA   PINTURA P.TELA X37cc VITALES 16 - ROJO FUEGO
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 30 - CELESTE
ARTISTICA   PINTURA ACRILICA X50cc VITALES 26 - ROSA COUNTRY
ARTISTICA   PINTURA P.TELA X37cc VITALES 04 - ALLO LIMON
ARTISTICA   PINTURA P.TELA X37cc VITALES 36 - VERDE FTALO
ARTISTICA   BARNIZ MATE X125cc UNICO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 55 - CARAMELO
ARTISTICA   PINTURA ACRILICA X50cc PERLADOS 105 - ORO ANTIGUO
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 37 - VIOLETA
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 42 - VERDE FTALO
ARTISTICA   BARNIZ SEMI-MATE X125cc UNICO
ARTISTICA   PINTURA P.TELA X37cc VITALES 11 - NARANJA
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 16 - NARANJA
ARTISTICA   PINTURA P.TELA X37cc METALIZADOS 203 - ORO
ARTISTICA   BARNIZ BRILLANTE X125cc UNICO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 19 - ROJO OXIDO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 47 - VERDE SECO
ARTISTICA   PINTURA P.TELA X37cc VITALES 22 - LILA
ARTISTICA   PINTURA ACRILICA X50cc PERLADOS 107 - BRONCE
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 56 - MARRON MADERA
ARTISTICA   PINTURA P.TELA X37cc VITALES 14 - MAGENTA
ARTISTICA   PINTURA P.TELA X37cc VITALES 25 - VIOLETA
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 08 - ALLO LIMON
ARTISTICA   PINTURA P.TELA X37cc VITALES 05 - ALLO ORO
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 18 - ROJO NAVIDAD
ARTISTICA   PINTURA P.TELA X37cc VITALES 35 - VERDE ESMERALDA
ARTISTICA   PINTURA ACRILICA X50cc PERLADOS 104 - COBRE
ARTISTICA   PINTURA ACRILICA X50cc VITALES 23 - BORRAVINO
ARTISTICA   PINTURA P.TELA X37cc VITALES 26 - AZUL FTALO
ARTISTICA   PINTURA P.TELA X37cc VITALES 18 - ROJO NAVIDAD
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 12 - PIEL
ARTISTICA   PINTURA P.TELA X37cc VITALES 47 - MARRON MADERA
ARTISTICA   PINTURA P.TELA X37cc METALIZADOS 202 - PLATA
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 32 - AZUL ULTRAMAR
ARTISTICA   PINTURA P.TELA X37cc VITALES 07 - PIEL
ARTISTICA   PINTURA P.TELA X37cc VITALES 34 - VERDE VERONES
ARTISTICA   PINTURA P.TELA X37cc VITALES 29 - TURQUESA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 22 - CIRUELA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 49 - BEIGE OTONAL
ARTISTICA   PINTURA P.TELA X37cc VITALES 38 - VERDE PINO
ARTISTICA   PINTURA P.TELA X37cc VITALES 10 - SALMON
ARTISTICA   PINTURA P.TELA X37cc VITALES 08 - ALLO OCRE
ARTISTICA   PINTURA P.TELA X37cc VITALES 02 - BLANCO ANTIGUO
ARTISTICA   PINTURA P.TELA X37cc VITALES 28 - AZUL MARINO
ARTISTICA   PINTURA ACRILICA X50cc PERLADOS 101 - BLANCO PERLADO
ARTISTICA   PINTURA P.TELA X37cc VITALES 39 - VERDE OLIVA
ARTISTICA   PINTURA P.TELA X37cc VITALES 42 - PIEDRA
ARTISTICA   PINTURA ACRILICA X50cc PERLADOS 109 - ORO NEGRO
ARTISTICA   PINTURA P.TELA X37cc VITALES 15 - ROJO ESCARLATA
ARTISTICA   PINTURA P.TELA X37cc VITALES 20 - CIRUELA
ARTISTICA   PINTURA ACRILICA X50cc PERLADOS 103 - PELTRE
ARTISTICA   PINTURA ACRILICA X50cc VITALES 54 - SOMBRA TOSTADA
ARTISTICA   PINTURA ACRILICA POTE X260cc VITAL 27 - FUCSIA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 53 - SOMBRA NATURAL
ARTISTICA   PINTURA P.TELA X37cc VITALES 27 - AZUL COBALTO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 38 - MORA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 35 - AZUL PETROLEO
ARTISTICA   PINTURA P.TELA X37cc VITALES 37 - VERDE MUSGO
ARTISTICA   PINTURA ACRILICA X50cc PERLADOS 108 - LUZ DE LUNA
ARTISTICA   PINTURA ACRILICA X50cc VITALES 43 - VERDE PINO
ARTISTICA   PINTURA ACRILICA X50cc VITALES 46 - AVOCADO
ARTISTICA   PINTURA P.TELA X37cc VITALES 13 - CARMIN
ARTISTICA   PINTURA P.TELA X37cc METALIZADOS 205 - BRONCE
ARTISTICA   PINTURA P.TELA X37cc VITALES 49 - GRIS PYNE
ARTISTICA   PINTURA ACRILICA X50cc FLUO 301 - ALLO FLUO
ARTISTICA   PINTURA P.TELA X37cc VITALES 03 - ALLO NAPOLES
ARTISTICA   PINTURA P.TELA X37cc VITALES 19 - ROJO OXIDO
ARTISTICA   PINTURA P.TELA X37cc METALIZADOS 204 - COBRE
ARTISTICA   PINTURA ACRILICA X50cc FLUO 306 - VERDE FLUO
ARTISTICA   PINTURA ACRILICA X50cc FLUO 304 - FUCSIA FLUO
ARTISTICA   PINTURA ACRILICA X50cc FLUO 305 - ROSA FLUO
ARTISTICA   PINTURA P.TELA X37cc VITALES 45 - SIENA NATURAL
ARTISTICA   PINTURA ACRILICA X50cc FLUO 302 - NARANJA FLUO
ARTISTICA   PINTURA ACRILICA X50cc FLUO 303 - ROJO FLUO
ARTISTICA   PINTURA P.TELA X37cc METALIZADOS 209 - VERDE
ARTISTICA   PINTURA P.TELA X37cc METALIZADOS 207 - BERMELLON
ARTISTICA   PINTURA P.TELA X37cc METALIZADOS 201 - BLANCO PERLADO 
ARTISTICA   PINTURA P.TELA X37cc METALIZADOS 206 - AZUL
ARTISTICA   PINTURA P.TELA X37cc VITALES 30 - PETROLEO
ARTISTICA   PINTURA P.TELA X37cc METALIZADOS 210 - VIOLETA
ARTISTICA   PINTURA P.TELA X37cc VITALES 43 - SOMBRA NATURAL
ARTISTICA   PINTURA P.TELA X37cc METALIZADOS 208 - AMARILLO
ARTISTICA   PINTURA P.TELA X37cc VITALES 46 - SIENA TOSTADA
ARTISTICA   PINTURA P.TELA X37cc VITALES 44 - SOMBRA TOSTADA
BAZAR       PLANTILLAS BLANCAS NUMERO 38 -
BAZAR       PLANTILLAS BLANCAS NUMERO 37 -
BAZAR       PLANTILLAS BLANCAS NUMERO 39 -
BAZAR       PLANTILLAS BLANCAS NUMERO 40 -
BAZAR       PLANTILLAS BLANCAS NUMERO 42 -
BAZAR       PLANTILLAS BLANCAS NUMERO 36 -
BAZAR       PLANTILLAS BLANCAS NUMERO 41 -
BAZAR       PLANTILLAS BLANCAS NUMERO 43 -
BAZAR       PLANTILLAS BLANCAS NUMERO 35 - 
BAZAR       PLANTILLAS BLANCAS NUMERO 44 -
BAZAR       ADHESIVO PEGAMIL INSTANTANEO BLISTER INSTANTANEO
BAZAR       PLANTILLAS BLANCAS NUMERO 45 -
BAZAR       RESPUESTO TERMO 1/1 CED 1/1 CED
BAZAR       PLANTILLAS BLANCAS NUMERO 34 -
BAZAR       BOMBILLA ESPIRAL UNICA
BAZAR       ADHESIVO PEGAMIL P. TELA BLISTER PEGATELA
BAZAR       MATE ALUMINIO GRANDE UNICO
BAZAR       MATE ALUMINIO CHICO UNICO
BAZAR       TERMO TERRA 0.65LT T0042
BAZAR       TERMO CRETA 1LT T0053
BAZAR       RESPUESTO TERMO .65 CED .65 CED
BAZAR       TERMO SUPERTERMICA SUPERTERMICA
BAZAR       TERMO TERRA 1LT T0044
BAZAR       VASO ALUMINIO FERNET UNICO
BAZAR       TERMO CRETA 0.65LT T0043
BAZAR       MATE MADERA CHICO UNICO
BAZAR       TERMO SIGMA T0058
BAZAR       MATE MADERA GRANDE UNICO
BAZAR       TERMO COMUN T0278 MATERO
BAZAR       TERMO CLASICO CLASICO
BAZAR       RESPUESTO TERMO 1LT. BOTELLA 1LT. BOTELLA COMPACTA
BAZAR       VASO ALUMINIO FUTBOL BOCA
BAZAR       VASO ALUMINIO FUTBOL RIVER
BAZAR       TERMO PANDA BOMBA 1 LT
BAZAR       NO UTILIZABLE1 105 SURTIDO
BAZAR       TERMO TATU T0055
BAZAR       TERMO ALFA T0059
BAZAR       CUCHILLOS NEW KOLOR BLISTER X12 PLASTICO NEGRO
BAZAR       TENEDORES NEW KOLOR BLISTER X12 PLASTICO NEGRO
BAZAR       CUCHARA NEW KOLOR BLISTER X12 PLASTICO NEGRO
BAZAR       CUCHARITA P/TE NEW KOLOR BLISTER X12 PLASTICO NEGRO
BAZAR       CUCHILLOS DYN COLOR BLISTER X12 MADERA
BAZAR       CUCHARA DYN KOLOR BLISTER X12 MADERA
BAZAR       TENEDORES DYN KOLOR BLISTER X12 MADERA
JUGUETERIA  MOTITO "PATA PATA" FERRARI
JUGUETERIA  MOTITO "PATA PATA" BARBIE
JUGUETERIA  MOTITO "PATA PATA" KEN
JUGUETERIA  MOTITO "PATA PATA" HULK
JUGUETERIA  MOTITO "PATA PATA" JAMAICA
JUGUETERIA  BLOQUES DIDACTICOS BALDE X78u UNICO
